source,date,headline,url,chosen_label,positive,negative,neutral,compound
Global,2023-11-06,"Canadians avoiding dentist due to cost, lack of insurance: StatCan",https://globalnews.ca/video/10075159/canadians-avoiding-dentist-due-to-cost-lack-of-insurance-statcan/,negative,0.01720295,0.5482826,0.43451443,-0.30031787688284695
Global,2023-11-06,Carbon tax takes centre stage at premiers’ meeting in Halifax,https://globalnews.ca/video/10075086/carbon-tax-takes-centre-stage-at-premiers-meeting-in-halifax/,neutral,0.047141448,0.039497767,0.9133608,0.0006622426033719986
Global,2023-11-06,Why dozens of North American bird species are being renamed,https://globalnews.ca/video/10075093/why-dozens-of-north-american-bird-species-are-being-renamed/,negative,0.016206613,0.5500088,0.43378463,-0.30224698075185685
Global,2023-11-06,"Strong El Nino winter may lead to below-average snowfall in Canada, U.S.",https://globalnews.ca/news/10074261/el-nino-winters-canada-us-forecast/,negative,0.024397396,0.4490144,0.52658814,-0.20101871938004123
Global,2023-11-06,MPs vote down Poilievre’s push to expand carbon price pause,https://globalnews.ca/video/10074599/mps-vote-down-poilievres-push-to-expand-carbon-price-pause/,negative,0.017645316,0.2733237,0.70903087,-0.07439451825106147
Global,2023-11-06,"Evan Ellingson, ‘My Sister’s Keeper’ and ‘CSI: Miami’ child star, dies at 35",https://globalnews.ca/news/10073830/evan-ellingson-dead-my-sisters-keeper-csi-miami/,neutral,0.056604005,0.06521676,0.8781793,-0.0010492113715656615
Global,2023-11-06,"Vancouver Island cancer patient highlights struggle for care in B.C., seeks treatment in U.S.",https://globalnews.ca/video/10075056/vancouver-island-cancer-patient-highlights-struggle-for-care-in-b-c-seeks-treatment-in-u-s/,negative,0.016320886,0.48398682,0.49969232,-0.2339768613329518
Global,2023-11-06,District of Summerland to consider options after aquatic centre referendum,https://globalnews.ca/news/10074845/district-of-summerland-options-aquatic-centre-referendum/,neutral,0.050313003,0.024330294,0.92535657,0.0019394386457426416
Global,2023-11-06,Global News Hour at 6 Edmonton:  November 6,https://globalnews.ca/video/10075122/global-news-hour-at-6-edmonton-november-6-2/,neutral,0.03419008,0.008468044,0.95734197,0.001097251494082352
Global,2023-11-06,Affordability and cost of living dominates Question Period in B.C. legislature,https://globalnews.ca/video/10075141/affordability-and-cost-of-living-dominates-question-period-in-b-c-legislature/,neutral,0.048808504,0.04034752,0.910844,0.0007543472199982304
Global,2023-11-06,Premiers unite in saying Ottawa must ensure carbon pricing measures are fair to all Canadians,https://globalnews.ca/video/10074976/premiers-unite-in-saying-ottawa-must-ensure-carbon-pricing-measures-are-fair-to-all-canadians/,neutral,0.21696721,0.03027007,0.7527629,0.04615845699649235
Global,2023-11-06,Sask. community-based organizations seek increased funding from provincial government,https://globalnews.ca/news/10074822/sask-community-based-organizations-increased-funding/,positive,0.2765676,0.008819071,0.71461326,0.07641188176288338
Global,2023-11-06,MPs vote down Poilievre’s push to expand carbon price pause,https://globalnews.ca/news/10073006/carbon-pricing-home-heating-vote/,negative,0.017645316,0.2733237,0.70903087,-0.07439451825106147
Global,2023-11-06,Atlantic premiers call on Trudeau to address complaints about carbon pricing carve-out,https://globalnews.ca/video/10074179/atlantic-premiers-call-on-trudeau-to-address-complaints-about-carbon-pricing-carve-out/,neutral,0.03926267,0.095974736,0.86476254,-0.0076695953446686005
Global,2023-11-06,Fraser Valley wildlife centre overwhelmed with avian flu cases,https://globalnews.ca/video/10075058/fraser-valley-wildlife-centre-overwhelmed-with-avian-flu-cases/,negative,0.025908958,0.48995417,0.4841369,-0.23938380482986865
Global,2023-11-06,Are rate hikes over? Market watchers give their forecast to Bank of Canada,https://globalnews.ca/news/10073251/bank-of-canada-rates-market-survey-q3-2023/,neutral,0.05844604,0.020868251,0.9206857,0.0029804554363033198
Global,2023-11-06,‘Poppy Stories’ spotlight fallen peacekeepers ahead of Remembrance Day,https://globalnews.ca/video/10075085/poppy-stories-spotlight-fallen-peacekeepers-ahead-of-remembrance-day/,neutral,0.075975135,0.11616806,0.8078568,-0.0077227971927147365
Global,2023-11-06,"Stellantis autoworkers vote to ratify new collective agreement, Unifor says",https://globalnews.ca/news/10074712/unifor-stellantis-deal-ratified/,neutral,0.099752136,0.00843363,0.89181423,0.009879362393704127
Global,2023-11-06,No trick! Meet a couple who won a $55-million lottery jackpot on Halloween,https://globalnews.ca/news/10073153/no-trick-meet-a-couple-who-won-a-55-million-lottery-jackpot-on-halloween/,positive,0.7979849,0.0042465273,0.19776854,0.6367618881937176
Global,2023-11-06,COVID-19 wastewater testing now used to discover other human viruses in Canadian lakes,https://globalnews.ca/video/10072733/covid-19-wastewater-testing-now-used-to-discover-other-human-viruses-in-canadian-lakes/,negative,0.029330296,0.26027554,0.71039414,-0.06688309518926516
Global,2023-11-06,Wedding photographer rescues guest from choking at Canmore party,https://globalnews.ca/video/10074953/wedding-photographer-rescues-guest-from-choking-at-canmore-party/,neutral,0.17974125,0.02172666,0.79853207,0.031834873667673236
Global,2023-11-06,Rogers to lock out former Shaw technicians across Lower Mainland,https://globalnews.ca/news/10071008/rogers-lock-out-former-shaw-technicians/,negative,0.014615402,0.24739988,0.73798466,-0.06099310526772683
Global,2023-11-06,"Crews unable to assess rock slide near Keremeos, B.C. due to fog",https://globalnews.ca/news/10075111/crews-rock-slide-keremeos-bc-fog/,negative,0.011247151,0.45986038,0.52889246,-0.21134507463540686
Global,2023-11-06,Search for missing Saik’uz First Nation woman has tragic ending,https://globalnews.ca/video/10075146/search-for-missing-saikuz-first-nation-woman-has-tragic-ending/,negative,0.0077552004,0.8195087,0.17273621,-0.671534234982011
Global,2023-11-06,Bank of Canada holds rates at 5%,https://globalnews.ca/video/10050495/bank-of-canada-holds-rates-at-5/,neutral,0.10681851,0.024384355,0.86879724,0.010815588442680824
Global,2023-11-06,Kingston city council set to decide the fate of the sleeping cabins pilot project,https://globalnews.ca/news/10075021/kingston-city-council-fate-sleeping-cabins-pilot-project/,neutral,0.019382576,0.044467017,0.93615055,-0.0016016277739741014
Global,2023-11-06,"‘The most amazing spirit’: Saik’uz First Nation missing member, Chelsey Quaw, found dead",https://globalnews.ca/news/10074814/saikuz-first-nation-chelsey-quaw/,positive,0.47793332,0.050486796,0.47157988,0.22587133862013165
Global,2023-11-06,"‘Real nightmare’: Avian flu strikes 7 Fraser Valley farms, wildlife centre overwhelmed",https://globalnews.ca/news/10073711/7-fraser-valley-farms-avian-flu-outbreak/,negative,0.008109051,0.844186,0.14770506,-0.7125841724357862
Global,2023-11-06,Canadian military aircraft was in international airspace during Chinese intercept: DND,https://globalnews.ca/video/10068212/canadian-military-aircraft-was-in-international-airspace-during-chinese-intercept-dnd/,neutral,0.030008588,0.040938478,0.92905295,-0.0007754434621487505
Global,2023-11-06,Alberta proposes legal changes to software engineer job title to aid tech sector,https://globalnews.ca/news/10075000/alberta-proposes-legal-changes-software-engineer-job-title/,neutral,0.16766833,0.01426603,0.81806546,0.02790917595711484
Global,2023-11-06,Canada will officially be in a recession if downward data trends continue,https://globalnews.ca/video/10062637/canada-will-officially-be-in-a-recession-if-downward-data-trends-continue/,negative,0.013479738,0.77903366,0.2074866,-0.606711765041311
Global,2023-11-06,Global News Hour at 6 Calgary: Nov. 6,https://globalnews.ca/video/10075043/global-news-hour-at-6-calgary-nov-6-2/,neutral,0.037549764,0.009127663,0.9533226,0.001326670053800938
Global,2023-11-06,Lethbridge unemployment rate declined: Statistics Canada,https://globalnews.ca/news/10074932/unemployment-rate-lethbridge-jobs/,negative,0.031182274,0.23580548,0.7330122,-0.05463190010839014
Global,2023-11-06,Family traumatized after false allegation leads to tactical team storming north Edmonton home,https://globalnews.ca/news/10074867/edmonton-police-alberta-rcmp-tactical-team-false-allegation/,negative,0.0056456747,0.8447796,0.1495747,-0.7136207167005857
Global,2023-11-06,Hamilton cardiologist faces criticism over comment about pro-Palestinian protest,https://globalnews.ca/news/10072655/deport-hamilton-cardiologist-mcmaster-professor-pro-palestine-protst/,negative,0.012366163,0.47137943,0.5162543,-0.2220456849192125
Global,2023-11-06,Calgary veterans food bank under increased demand: ‘It’s pretty much doubled’,https://globalnews.ca/news/10074933/demand-calgary-veterans-food-bank/,neutral,0.1170585,0.049863316,0.83307827,0.01121633677242162
CTV,2023-11-06,"Garbage fire dumped onto Horseshoe Valley Road takes 60,000 gallons water to extinguish",https://barrie.ctvnews.ca/garbage-fire-dumped-onto-horseshoe-valley-road-takes-60-000-gallons-water-to-extinguish-1.6633140,negative,0.0137382625,0.7211686,0.26509297,-0.5198955037302042
CTV,2023-11-06,Vision for Calgary's Downtown West development plan released,https://calgary.ctvnews.ca/vision-for-calgary-s-downtown-west-development-plan-released-1.6632930,neutral,0.15181835,0.009020382,0.83916134,0.02296743334258
CTV,2023-11-06,Concerns expressed over Alberta premier's promise to protect parental rights in speech to UCP,https://edmonton.ctvnews.ca/concerns-expressed-over-alberta-premier-s-promise-to-protect-parental-rights-in-speech-to-ucp-1.6633670,negative,0.019856645,0.29584417,0.68429935,-0.0871294444765347
CTV,2023-11-06,Toronto man has car repossessed after two missed payments,https://www.ctvnews.ca/video?playlistId=1.6633760,negative,0.009309685,0.76193243,0.22875796,-0.5804542827385877
CTV,2023-11-06,"Cody Dorman, who watched namesake horse win Breeders' Cup race, dies on trip home",https://www.ctvnews.ca/sports/cody-dorman-who-watched-namesake-horse-win-breeders-cup-race-dies-on-trip-home-1.6632928,negative,0.0333996,0.31430814,0.6522922,-0.09767408747779527
CTV,2023-11-06,Ontario woman recounts escaping burning vehicle on Hwy. 401,https://www.ctvnews.ca/video?playlistId=1.6633753,negative,0.017998127,0.30680978,0.6751921,-0.09380830167396681
