source,date,headline,url,chosen_label,positive,negative,neutral,compound
Global,2023-12-29,Homicide investigators on scene in Chillwack where human remains discovered,https://globalnews.ca/video/10194703/homicide-investigators-on-scene-in-chillwack-where-human-remains-discovered/,negative,0.025473418,0.264674,0.7098526,-0.06940343553878847
Global,2023-12-29,Danny Masterson mugshot released as actor sent to California prison,https://globalnews.ca/news/10192743/danny-masterson-prison-mugshot/,negative,0.016426427,0.23125742,0.7523162,-0.05321016206625728
Global,2023-12-29,Baby boom helps Vancouver Island marmot population,https://globalnews.ca/video/10194730/good-news-on-vancouver-island-marmot-population/,positive,0.8230598,0.0052427566,0.17169751,0.6773998823936607
Global,2023-12-29,Exiting MPs share their views on the state of politics: ‘Toxic atmosphere’,https://globalnews.ca/news/10192261/exiting-mps-state-of-politics/,negative,0.009656263,0.6436382,0.34670553,-0.41417689999097007
Global,2023-12-29,"Cher files for conservatorship of son Elijah, claims his life is ‘at risk’",https://globalnews.ca/news/10193242/cher-conservatorship-son-elijah-blue-allman/,negative,0.009905165,0.6845103,0.3055846,-0.46845618557459545
Global,2023-12-29,"Canada’s governor general urges unity, kindness in end-of-year address",https://globalnews.ca/news/10195066/mary-simon-year-end-message-2023/,positive,0.5000129,0.00873544,0.49125165,0.24993658135634256
Global,2023-12-29,Raising awareness about poverty among low-income seniors,https://globalnews.ca/video/10194743/raising-awareness-about-poverty-among-low-income-seniors/,neutral,0.07549986,0.106804304,0.81769586,-0.005706929388489712
Global,2023-12-29,Tobacco-free generation? The calls for lifetime ban on cigarette sales in Canada,https://globalnews.ca/video/10194704/tobacco-free-generation-the-calls-for-lifetime-ban-on-cigarette-sales-in-canada/,negative,0.055240944,0.29355296,0.65120614,-0.08312177066623683
Global,2023-12-29,New information about suspect in Vancouver Olympic Village stabbing,https://globalnews.ca/video/10194635/new-information-about-suspect-in-vancouver-olympic-village-stabbing/,neutral,0.016898789,0.20939925,0.7737019,-0.043562489883953504
Global,2023-12-29,Gloomy weather got you down? How to navigate seasonal affective disorder,https://globalnews.ca/news/10193470/gloomy-weather-got-you-down-how-to-navigate-seasonal-affective-disorder/,negative,0.02037276,0.68911415,0.2905131,-0.4744632675194005
Global,2023-12-29,Gypsy Rose Blanchard released from prison 8 years after mother’s murder,https://globalnews.ca/video/10194436/gypsy-rose-blanchard-released-from-prison-8-years-after-mothers-murder/,negative,0.03357989,0.39622405,0.570196,-0.15586592283846734
Global,2023-12-29,Interest rates: Bank of Canada governor expects 2024 to be year of ‘transition’,https://globalnews.ca/video/10173338/interest-rates-bank-of-canada-governor-expects-2024-to-be-year-of-transition/,neutral,0.06663906,0.036962245,0.8963987,0.0030745557858689043
Global,2023-12-29,Maine becomes 2nd U.S. state to bar Trump from 2024 presidential primary,https://globalnews.ca/video/10194643/maine-becomes-2nd-u-s-state-to-bar-trump-from-2024-presidential-primary/,neutral,0.02133205,0.15431857,0.8243493,-0.023359176688781957
Global,2023-12-29,ReBoot fans looking to reboot Vancouver-made series,https://globalnews.ca/video/10194709/reboot-fans-looking-to-reboot-vancouver-made-series/,neutral,0.07431954,0.06352338,0.8621571,0.001488173866057707
Global,2023-12-29,6 year old travelling alone for Christmas put on wrong Spirit Airlines flight,https://globalnews.ca/video/10193863/6-year-old-travelling-alone-for-christmas-put-on-wrong-spirit-airlines-flight/,negative,0.015688121,0.6973993,0.28691253,-0.48611971221731665
Global,2023-12-29,Peachland man fighting to stay in his tiny home,https://globalnews.ca/video/10194677/peachland-man-fighting-to-stay-in-his-tiny-home/,neutral,0.13420562,0.17398442,0.69181,-0.012259427535976641
