source,date,headline,url,chosen_label,chosen_label_val,positive,negative,neutral,compound
Global,2023-08-15,"Inflation rates reverse in July, exiting Bank of Canada’s target range",https://globalnews.ca/video/9898898/inflation-rates-reverse-in-july-exiting-bank-of-canadas-target-range/,negative,-0.8252281085467552,0.03759605437517166,0.9091982841491699,0.05320560187101364,-0.8252281085467552
Global,2023-08-15,Timelapse of Perseid meteor shower,https://globalnews.ca/video/9891022/timelapse-of-perseid-meteor-shower/,positive,0.13218442502073202,0.4547978341579437,0.27323368191719055,0.2719684839248657,0.13218442502073202
Global,2023-08-15,Why inflation’s latest jump is bad news for the Bank of Canada,https://globalnews.ca/news/9896838/inflation-rate-july-2023-statistics-canada/,negative,-0.9914689354915661,0.0020378120243549347,0.9957274198532104,0.0022347746416926384,-0.9914689354915661
Global,2023-08-15,Alberta bound: thousands of Canadians flock to Alberta to live,https://globalnews.ca/video/9898946/alberta-bound-thousands-of-canadians-flock-to-alberta-to-live/,positive,0.4792414225468482,0.7042332887649536,0.129240483045578,0.16652622818946838,0.4792414225468482
Global,2023-08-15,Recent Calgary shootings have hallmarks of organized crime: Criminal justice professor,https://globalnews.ca/video/9898908/recent-calgary-shootings-have-hallmarks-of-organized-crime-criminal-justice-professor/,negative,-0.9481035196293203,0.0112793929874897,0.9737713932991028,0.014949195086956024,-0.9481035196293203
Global,2023-08-15,"Barbershop Talk, a talk series for Black youth, coming to Winnipeg",https://globalnews.ca/news/9898545/barbershop-talk-black-youth-winnipeg/,positive,0.3379233988375443,0.6421658396720886,0.2728617787361145,0.08497242629528046,0.3379233988375443
Global,2023-08-15,‘Mob’ of nearly 50 shoplifters steal $130K in luxury goods from L.A. mall,https://globalnews.ca/news/9894703/mob-shoplifters-steal-luxury-goods-los-angeles-nordstrom/,negative,-0.8184890888831344,0.049852583557367325,0.9060763716697693,0.04407107084989548,-0.8184890888831344
Global,2023-08-15,"‘We’re blessed’: Canadian business owner living in Hawaii feels grief, gratitude",https://globalnews.ca/video/9898977/were-blessed-canadian-business-owner-living-in-hawaii-feels-grief-gratitude/,positive,0.9367033967757251,0.9678831696510315,0.009716440923511982,0.02240041457116604,0.9367033967757251
Global,2023-08-15,"Battersea, Ont. man wins $50k on instant scratch ticket",https://globalnews.ca/news/9898129/battersea-man-wins-50k-instant-scratch-ticket/,positive,0.6986713455435986,0.8373575806617737,0.04996379837393761,0.11267860978841782,0.6986713455435986
Global,2023-08-15,Regina city councillors to bring motion to declare homelessness emergency,https://globalnews.ca/news/9898289/regina-city-councillors-motion-homelessness-emergency/,negative,-0.8329180869230552,0.05280665308237076,0.9141699075698853,0.03302342817187309,-0.8329180869230552
Global,2023-08-15,Monster energy drinks recalled in Canada,https://globalnews.ca/video/9895074/monster-energy-drinks-recalled-in-canada/,negative,-0.9048717847913161,0.017326585948467255,0.9514052867889404,0.031268153339624405,-0.9048717847913161
Global,2023-08-15,Regina woman waits for much-needed surgery as waitlists grow across the country,https://globalnews.ca/news/9898459/regina-woman-waits-for-much-needed-surgery-waitlists/,negative,-0.601870129434703,0.057338591665029526,0.7779188752174377,0.16474243998527527,-0.601870129434703
Global,2023-08-15,"Mob of thieves ransacks LA Nordstrom, stealing thousands of dollars worth in merchandise",https://globalnews.ca/video/9894741/mob-of-thieves-ransacks-la-nordstrom-stealing-thousands-worth-of-merchandise/,negative,-0.7523510042278903,0.045072585344314575,0.8685519695281982,0.08637542277574539,-0.7523510042278903
Global,2023-08-15,Calgary Humane Society faces dire situation as only emergency surrenders accepted,https://globalnews.ca/video/9898924/calgary-humane-society-faces-dire-situation-as-only-emergency-surrenders-accepted/,negative,-0.898063790590991,0.011534679681062698,0.9477324485778809,0.04073282331228256,-0.898063790590991
Global,2023-08-15,Crews called to 2nd Lynn Canyon rescue in as many days,https://globalnews.ca/news/9899055/lynn-canyon-2nd-rescue/,negative,-0.4505844201560927,0.1519910991191864,0.6882482767105103,0.15976057946681976,-0.4505844201560927
Global,2023-08-15,Narrow strip of concrete voted Greater Victoria’s ‘jankiest sidewalk’,https://globalnews.ca/news/9897954/victorias-jankiest-sidewalk-contest/,negative,-0.9904162676164439,0.0024563022889196873,0.9951996207237244,0.0023440609220415354,-0.9904162676164439
Global,2023-08-15,"Military helping after wildfires close evacuation routes out of NWT towns, some evacuees airlifted",https://globalnews.ca/video/9896426/military-helping-after-wildfires-close-evacuation-routes-out-of-nwt-towns-some-evacuees-airlifted/,negative,-0.271862434726307,0.23128095269203186,0.5703974962234497,0.19832152128219604,-0.271862434726307
Global,2023-08-15,"Find $15B in spending cuts by October, Anand tells federal ministers",https://globalnews.ca/news/9898633/government-spending-cuts-ministers-anand/,negative,-0.7400064477414913,0.07730995118618011,0.8637032508850098,0.058986835181713104,-0.7400064477414913
