source,date,headline,url,chosen_label,positive,negative,neutral,compound
Global,2023-08-30,Canada advises LGBTQ2 travellers to be aware of U.S. state laws,https://globalnews.ca/news/9926172/canada-us-lgbtq-travel/,neutral,0.041036244,0.044376444,0.9145872,-0.0002852958005599149
Global,2023-08-30,Ontario child hospitalized for over a month after mosquito bite,https://globalnews.ca/news/9929744/greater-toronto-area-child-hospital-mosquito-bite/,negative,0.0142002925,0.7445506,0.24124908,-0.5541539705950527
Global,2023-08-30,Halifax’s new short-term rental regulations causes both celebration and confusion,https://globalnews.ca/video/9930300/halifaxs-new-short-term-rental-regulations-causes-both-celebration-and-confusion/,negative,0.013429713,0.5218622,0.4647082,-0.2721597475310915
Global,2023-08-30,Current university students face more financial pressure than former students: study,https://globalnews.ca/news/9930173/current-university-students-face-more-financial-pressure-than-former-students-study/,negative,0.021396423,0.41741914,0.56118447,-0.17378091579205623
Global,2023-08-30,Halifax community group welcomes advent of short-term rental regulations,https://globalnews.ca/news/9929103/halifax-short-term-rental-regulations-2/,positive,0.31433246,0.008779412,0.6768881,0.09872782364255173
Global,2023-08-30,‘Mother Nature wins every time’: Florida braces for Hurricane Idalia,https://globalnews.ca/video/9927695/mother-nature-wins-every-time-florida-braces-for-hurricane-idalia/,positive,0.7599022,0.010374997,0.22972266,0.5773437814349895
Global,2023-08-30,"New Brunswick releases forest management strategy, critics voice opposition",https://globalnews.ca/video/9930439/new-brunswick-releases-forest-management-strategy-critics-voice-opposition/,negative,0.01303228,0.27057958,0.7163879,-0.07304352042949525
Global,2023-08-30,Hurricane Idalia strikes Florida as Category 3 storm,https://globalnews.ca/video/9928778/hurricane-idalia-strikes-florida-as-category-3-storm/,negative,0.02381416,0.65273327,0.32345262,-0.4254935849140935
Global,2023-08-30,MPI resuming road tests amid strike,https://globalnews.ca/news/9929168/mpi-resuming-road-tests-strike/,negative,0.026618846,0.29123628,0.6821448,-0.08411002482020535
Global,2023-08-30,Back-to-school for students and staff at English Montreal School Board,https://globalnews.ca/video/9930519/back-to-school-for-students-and-staff-at-english-montreal-school-board/,neutral,0.100242764,0.01002582,0.88973147,0.009948089881322897
