source,date,headline,url,chosen_label,positive,negative,neutral,compound
Global,2024-07-24,Evacuation order issued for wildfire northwest of Calgary,https://globalnews.ca/video/10641196/evacuation-order-issued-for-wildfire-northwest-of-calgary/,neutral,0.026588604,0.17946629,0.79394513,-0.03150119164727272
Global,2024-07-24,One in custody after triple Vancouver stabbing,https://globalnews.ca/video/10641324/one-in-custody-after-triple-vancouver-stabbing/,neutral,0.026132658,0.21570496,0.7581624,-0.045845715074474214
Global,2024-07-24,Jasper wildfire: Alberta government to look into mixed messaging in evacuation orders,https://globalnews.ca/news/10639590/jasper-wildfire-evacuation-order-mixed-messaging/,negative,0.011701266,0.2517645,0.7365343,-0.06324842890491933
Global,2024-07-24,WestJet will soon offer some travellers free Wi-Fi on flights,https://globalnews.ca/news/10640780/westjet-free-wifi/,positive,0.4236207,0.0031806356,0.5731986,0.17944440687410435
Global,2024-07-24,Bank of Canada cuts key interest rate to 4.5% with hints of more to come,https://globalnews.ca/news/10640354/bank-of-canada-interest-rate-july-2024/,neutral,0.08976508,0.029263075,0.8809718,0.0072014452617721325
Global,2024-07-24,‘Gut-wrenching’ fire destroys largest employer in small N.B. town,https://globalnews.ca/news/10641414/burgess-transportation-fire-petitcodiac-new-brunswick/,negative,0.00843684,0.82069546,0.17086767,-0.6734698693260395
Global,2024-07-24,Police identify bodies of women found at Vancouver’s English Bay,https://globalnews.ca/video/10641311/police-identify-bodies-of-women-found-at-vancouvers-english-bay/,neutral,0.020304745,0.08111514,0.8985802,-0.006167378450821381
Global,2024-07-24,Wildfires at Jasper National Park force thousands to evacuate,https://globalnews.ca/video/10640564/wildfires-at-jasper-national-park-force-thousands-to-evacuate/,negative,0.014729667,0.6067111,0.3785593,-0.36788134753962254
Global,2024-07-24,"Paris 2024: De Grasse, Charron to carry Canada’s flag at opening ceremony",https://globalnews.ca/news/10641562/paris-2024-andre-de-grasse-maude-charron-flag-bearers/,positive,0.2267113,0.0044641844,0.7688244,0.0513781125033006
Global,2024-07-24,"Ontario, Quebec could see nickel-sized hail, downpours amid severe thunderstorm watch",https://globalnews.ca/video/10640935/ontario-quebec-could-see-nickel-sized-hail-downpours-amid-severe-thunderstorm-watch/,negative,0.014827741,0.5812029,0.4039693,-0.3375770113914598
