source,date,headline,url,chosen_label,positive,negative,neutral,compound
Global,2024-03-26,"Gas prices soar ahead of Alberta gas tax, federal carbon tax increases",https://globalnews.ca/news/10385443/gas-prices-alberta-gas-tax-carbon/,negative,0.022608865,0.66256833,0.31482282,-0.4384856125758283
Global,2024-03-26,Baltimore bridge collapse: Mayday call allowed officials to stem traffic before hit,https://globalnews.ca/news/10383999/baltimore-bridge-collapse/,negative,0.01510734,0.5172497,0.46764293,-0.2673190391096174
Global,2024-03-26,"Bridge safety in Metro Vancouver questioned after Baltimore ship strike, collapse",https://globalnews.ca/news/10384962/vancouver-bridge-safety-baltimore-ship-impact/,negative,0.016294789,0.35299832,0.63070697,-0.12434227146276555
Global,2024-03-26,2 crew members die aboard Holland America Line cruise ship in the Bahamas,https://globalnews.ca/news/10382383/bahamas-cruise-ship-crew-deaths-holland-america/,negative,0.009688136,0.7658062,0.22450575,-0.5863652054404227
Global,2024-03-26,Calgary police chief suing former HR director,https://globalnews.ca/video/10386223/calgary-police-chief-suing-former-hr-director/,negative,0.018047146,0.28918496,0.69276786,-0.08330224809949272
Global,2024-03-26,N.B. community devastated by the deaths of two unhoused people in tent fire,https://globalnews.ca/news/10385843/sait-john-tent-encampment-fire-fatal/,negative,0.008831619,0.79934615,0.19182225,-0.6388762565743304
Global,2024-03-26,Data from B.C. drug decriminalization pilot released,https://globalnews.ca/video/10386324/data-from-b-c-drug-decriminalization-pilot-released/,neutral,0.049612515,0.043311212,0.90707624,0.0005855407203516627
Global,2024-03-26,"Sticky spot: Canada’s maple syrup production hits 5-year low, reserves sink",https://globalnews.ca/news/10382527/maple-syrup-production-reserves-low-canada/,negative,0.009965317,0.7328519,0.2571827,-0.5369726977454636
Global,2024-03-26,What’s behind Canada’s productivity problem and why it matters,https://globalnews.ca/video/10207191/whats-behind-canadas-productivity-problem-and-why-it-matters/,negative,0.0171879,0.49488392,0.48792827,-0.24461463256035287
Global,2024-03-26,"Winnipeg man was member of Chinese military branch behind cyber attacks on Canada, officials allege",https://globalnews.ca/news/10351645/winnipeg-pla-cyber-attacks-canada/,negative,0.007987877,0.64760584,0.34440622,-0.4193295706572773
Global,2024-03-26,"Overdose deaths increasing in Manitoba, advocates speak out",https://globalnews.ca/video/10386236/overdose-deaths-increasing-in-manitoba-advocates-speak-out/,negative,0.011592267,0.7130347,0.275373,-0.5082841085307823
Global,2024-03-26,"400 officers launch raids in Montreal cocaine, money laundering bust",https://globalnews.ca/news/10384590/montreal-rcmp-raid/,negative,0.032899193,0.28376156,0.6833394,-0.07943822117537991
Global,2024-03-26,Large building destroyed by fire west of Calgary,https://globalnews.ca/video/10386217/large-building-destroyed-by-fire-west-of-calgary/,negative,0.012087117,0.72690403,0.26100868,-0.5282435052096659
Global,2024-03-26,Edmonton navigation centre helping the homeless to become a permanent operation,https://globalnews.ca/video/10386215/edmonton-navigation-centre-helping-the-homeless-to-become-a-permanent-operation/,positive,0.2647352,0.012986723,0.72227806,0.0699160745317986
Global,2024-03-26,"Manitoba double homicide: Investigators follow leads to Prince Albert, Sask.",https://globalnews.ca/news/10385992/manitoba-double-homicide-2021-prince-albert/,neutral,0.017889917,0.14466266,0.8374475,-0.020607223814783637
Global,2024-03-26,B.C. Prosecution Service releases bail data,https://globalnews.ca/video/10386309/b-c-prosecution-service-releases-bail-data/,neutral,0.05020601,0.08453929,0.8652547,-0.004626247769561109
Global,2024-03-26,"18,000 needles collected in Lethbridge in 2023; government funds cleanup",https://globalnews.ca/news/10386141/needles-lethbridge-drug-debris-cleanup-grant/,neutral,0.02851424,0.17089145,0.8005943,-0.02839083198991421
Global,2024-03-26,Baltimore bridge collapse: Six presumed dead in ‘unthinkable tragedy’,https://globalnews.ca/video/10386343/baltimore-bridge-collapse-six-presumed-dead-in-unthinkable-tragedy/,negative,0.0104586035,0.7628686,0.22667275,-0.5818591492205849
Global,2024-03-26,N.B. woman finds Apple AirTag in purse after night out: ‘I was so shocked’,https://globalnews.ca/news/10382664/nb-canada-woman-apple-airtag-bar-club/,negative,0.07996281,0.45694315,0.46309397,-0.20240301621070333
Global,2024-03-26,"Weak productivity is an economic ‘emergency,’ Bank of Canada warns",https://globalnews.ca/news/10384078/bank-of-canada-productivity-emergency/,negative,0.0108017875,0.74092764,0.24827057,-0.5488570839987723
