source,date,headline,url,chosen_label,positive,negative,neutral,compound
Global,2024-07-10,Alberta couple battles the CRA over $14K COVID benefit repayment bill,https://globalnews.ca/video/10616352/alberta-couple-battles-the-cra-over-14k-covid-benefit-repayment-bill/,neutral,0.030632071,0.10056073,0.86880714,-0.009174141240005262
Global,2024-07-10,NATO summit: Canada to buy up to 12 conventional submarines for Arctic defence,https://globalnews.ca/video/10616426/nato-summit-canada-to-buy-up-to-12-conventional-submarines-for-arctic-defence/,neutral,0.103758596,0.011545339,0.88469607,0.01063255139633501
Global,2024-07-10,Man accused of killing 3 women with crossbow found by U.K. police,https://globalnews.ca/news/10614220/uk-manhunt-crossbow-triple-murder-kyle-clifford/,negative,0.010991621,0.63154715,0.35746118,-0.3987310089567764
Global,2024-07-10,Health Matters: Plant-based milk alternatives recalled across Canada,https://globalnews.ca/video/10612368/health-matters-plant-based-milk-alternatives-recalled-across-canada/,negative,0.017487166,0.51854354,0.46396932,-0.2685815883720277
Global,2024-07-10,Global News Hour at 6 Edmonton: July 10,https://globalnews.ca/video/10616391/global-news-hour-at-6-edmonton-july-10-4/,neutral,0.042804725,0.0096731335,0.94752204,0.0017386782198860473
Global,2024-07-10,Global News at 5 Lethbridge: July 10,https://globalnews.ca/video/10616219/global-news-at-5-lethbridge-july-10-2/,neutral,0.0335454,0.015782285,0.9506724,0.0008762120662364481
Global,2024-07-10,Downtown Calgary residents frustrated by noise from Badlands Music Festival,https://globalnews.ca/news/10615755/downtown-calgary-badlands-music-festival-noise/,negative,0.015806552,0.67476344,0.30943003,-0.455055834582911
Global,2024-07-10,"Silk, Great Value plant-based milks recalled in Canada",https://globalnews.ca/news/10612250/silk-great-value-plant-based-milk-recall-canada/,negative,0.04032793,0.25455227,0.7051197,-0.06317053099195391
Global,2024-07-10,Southeast Calgary residents feel ‘lied to’ after changes to city residential proposal,https://globalnews.ca/news/10614762/southeast-calgary-residents-feel-lied-to-after-changes-to-city-residential-proposal/,negative,0.009438213,0.50281096,0.4877507,-0.25272983539628413
Global,2024-07-10,Saskatoon dogs staying active while keeping cool,https://globalnews.ca/news/10615067/saskatoon-heat-dogs-keeping-cool/,positive,0.3407854,0.011904741,0.64730984,0.11599297539752484
Global,2024-07-10,Canada’s average rents just saw their biggest drop in 3 years,https://globalnews.ca/news/10612800/rental-market-canada-rents-june-2024/,negative,0.021090295,0.72169554,0.2572142,-0.5203996563767106
Global,2024-07-10,Plant-based milk recalled due to Listeria,https://globalnews.ca/video/10613432/plant-based-milk-recalled-due-to-listeria/,negative,0.0121957045,0.6703104,0.31749392,-0.44916726770077275
Global,2024-07-10,Ride On: Calgary brewery’s collaboration with Calgary Stampede a truly local brew,https://globalnews.ca/video/10616237/ride-on-calgary-brewerys-collaboration-with-calgary-stampede-a-truly-local-brew/,positive,0.5601471,0.0032046188,0.43664843,0.31375441175507035
Global,2024-07-10,Southeast Calgary residents feel ‘lied to’ after changes to city residential proposal,https://globalnews.ca/video/10616186/southeast-calgary-residents-feel-lied-to-after-changes-to-city-residential-proposal/,negative,0.009438213,0.50281096,0.4877507,-0.25272983539628413
Global,2024-07-10,Calgarians finding ways to cool down during heat warning,https://globalnews.ca/video/10616198/calgarians-finding-ways-to-cool-down-during-heat-warning/,neutral,0.0965757,0.079733774,0.82369053,0.0029693909292616283
Global,2024-07-10,Police presence boosted as Hells Angels roll into Lethbridge to open new chapter,https://globalnews.ca/video/10616158/police-presence-boosted-as-hells-angels-roll-into-lethbridge-to-open-new-chapter/,neutral,0.13355388,0.075554594,0.79089165,0.01212813453940953
Global,2024-07-10,Wildfire in hills above Peachland,https://globalnews.ca/news/10616291/peachland-hills-wildfire/,neutral,0.034951378,0.17902116,0.7860274,-0.030826991778276636
Global,2024-07-10,Calgary crews battle two-alarm fire in southeast,https://globalnews.ca/video/10616297/calgary-crews-battle-two-alarm-fire-in-southeast/,neutral,0.029574323,0.062929735,0.90749604,-0.0030855077815472587
Global,2024-07-10,U.S. Researchers find metal in some tampons: study,https://globalnews.ca/video/10613117/u-s-researchers-find-metal-in-some-tampons-study/,neutral,0.026557103,0.16099992,0.81244284,-0.025215713831214792
Global,2024-07-10,McGill encampment: Security firm helps dismantle pro-Palestinian camp at university,https://globalnews.ca/video/10616443/mcgill-encampment-security-firm-helps-dismantle-pro-palestinian-camp-at-university/,neutral,0.030066432,0.1710587,0.79887474,-0.028357107332139364
Global,2024-07-10,Copa America: Fans crushed after Canada falls 2-0 to Argentina in semi finals,https://globalnews.ca/video/10614324/copa-america-fans-crushed-after-canada-falls-2-0-to-argentina-in-semi-finals/,negative,0.028099718,0.6168988,0.35500145,-0.3797745397929475
Global,2024-07-10,Canadian youth face the toughest summer job market in decades. Why?,https://globalnews.ca/news/10614844/youth-unemployment-canada-job-hunt-tips/,negative,0.010733555,0.70729434,0.2819721,-0.5001500813458613
Global,2024-07-10,Global News Hour at 6 Calgary: July 10,https://globalnews.ca/video/10616363/global-news-hour-at-6-calgary-july-10-3/,neutral,0.041557018,0.008807673,0.9496353,0.0016494099890829172
Global,2024-07-10,"Sask. child-care facility struggles to meet demand, hopes to expand",https://globalnews.ca/news/10615909/sask-child-care-facility-struggle-demand/,negative,0.024313236,0.4933227,0.48236406,-0.24277615289410193
Global,2024-07-10,6-hour WestJet flight home turns into 3-day nightmare for B.C. family,https://globalnews.ca/news/10616282/westjet-nightmare-flight-home-bc/,negative,0.013310413,0.7928572,0.19383241,-0.6284453610104768
Global,2024-07-10,"Team Canada rises above racist comment, wins world ball hockey championship",https://globalnews.ca/news/10615380/canada-ball-hockey-racism-world-champions/,positive,0.8198725,0.0077274004,0.17240013,0.6721311892425934
